Sample,Analysis,U_ppm,Th_ppm,Pb_ppm,Th/U,206Pb_cps,206Pb_204Pb,206Pb_204Pb_1s,208Pb_232Th,208Pb_232Th_2s,207Pb_235U,207Pb_235U_2s,206Pb_238U,206Pb_238U_2s,error_corr.,238U_206Pb,238U_206Pb_2s,207Pb_206Pb,207Pb_206Pb_2s,208Pb_232Th_date,208Pb_232Th_2s_(Ma),208Pb_232Th_2s-sys_(Ma),207Pb_206Pb_date,207Pb_206Pb_2s_(Ma),207Pb_206Pb_2s-sys_(Ma),207Pb_235U_date,207Pb_235U_2s_(Ma),207Pb_235U_2s-sys_(Ma),206Pb_238U_date,206Pb_238U_2s_(Ma),206Pb_238U_2s-sys_(Ma),7/6 disc._(%),disc._(%),2s_(%),P,Ti,Y,Zr,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,U,Ti-in-zircon_T(C),Ce/Ce*,Eu/Eu*,?REE,(Gd/Yb)cn,Lu/Hf,Nb/Ta,Nb/U,Nb/Th,Th/U,Th/Y,Hf/Y,Nb/Yb,U/Yb,location,Experiment,Notes
MT24-1,MT24-1_L_10,1096,645,1.95,0.588,3499,111,5.36,0.00045,10.95517292,0.00883,8.6,0.00145,4.2,0.491965258,689.23,4.2,0.04415,7.5,9.15,1,1.02,-102,185,185,8.93,0.767,0.784,9.35,0.396,0.431,109.1,-4.7,16.5,447,3.24,2148,474754,6.17,4.32,33.1,1.83,9.03,7.31,0.211,39.8,15.2,205,80.3,372,81.6,743,128,11518,3.06,645,1096,691,2.89,0.04,1720.51,0.04,0.01,2.01,0.01,0.01,0.59,0.3,5.36,0.008301204,1.474083709,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_6,1163,546,2.16,0.47,3594,120,3.96,0.00061,9.601388328,0.01312,9.5,0.00147,4,0.419182486,678.53,4,0.06457,8.6,12.3,1.18,1.2,760,182,182,13.2,1.25,1.27,9.49,0.377,0.414,98.8,28.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_L_17 z7,1210,1193,2.66,0.985,3887,120,4.44,0.0006,4.938060233,0.01687,7.8,0.00148,3,0.38356512,674.76,3,0.08255,7.2,12.2,0.602,0.649,1258,140,140,17,1.31,1.34,9.55,0.284,0.332,99.2,43.8,0.1,3446,6.15,6629,480452,32,793,2035,325,1833,521,3.48,686,132,1072,297,1054,188,1527,217,7461,6.27,1193,1210,748,0.98,0.02,10683.3,0.37,0.03,5.1,0.03,0.03,0.99,0.18,1.13,0.020956779,0.792738952,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
MT24-1,MT24-1_L_5,502,179,0.985,0.357,1437,164,7.06,0.00097,19.66285514,0.01633,17.3,0.0015,4.2,0.24387545,667.38,4.2,0.07902,16.8,19.5,3.83,3.85,1173,333,333,16.4,2.83,2.84,9.65,0.408,0.443,99.2,41.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeps 23-41
MT24-1,MT24-1_L_1,202,85,0.367,0.42,610,20.7,1.14,0.0004,28.79009114,0.00998,25.1,0.00157,9.2,0.365104326,635.87,9.2,0.04601,23.3,8.02,2.31,2.32,-2,563,563,10.1,2.52,2.52,10.1,0.927,0.944,600.1,-0.5,139021.2,377,11.9,1587,503262,0.837,,1.9,0.101,2.22,6.09,0.085,39,14.1,172,61.2,260,54.2,488,82,11035,0.522,85,202,815,18.34,0.02,1181.01,0.07,0.01,1.6,0,0.01,0.42,0.05,6.95,0.001715983,0.414614173,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-35
MT24-1,MT24-1_M_65,1282,754,2.49,0.588,4902,241,4.49,0.00051,10.81208039,0.0097,10.9,0.00157,3.3,0.300331495,635.37,3.3,0.04472,10.4,10.3,1.12,1.15,-71,254,254,9.81,1.06,1.08,10.1,0.332,0.394,114.3,-3.4,50.9,918,3.67,2806,520984,6.2,18.2,71,7.01,37,15.7,0.506,57.8,20.6,269,104,472,108,997,161,11154,3.17,754,1282,702,1.54,0.05,2339.76,0.05,0.01,1.95,0,0.01,0.59,0.27,3.97,0.006213861,1.285627967,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-30
MT24-1,MT24-1_L_16,864,432,2.13,0.5,3235,82.8,2.23,0.00126,8.528439228,0.03053,7.3,0.00162,1.9,0.262961634,618.3,1.9,0.1369,7,25.4,2.16,2.28,2188,122,122,30.5,2.19,2.28,10.4,0.199,0.293,99.5,65.9,0,315,5.62,2421,472404,3.56,3.19,27.1,0.661,4.33,7.44,0.19,44.8,18.6,245,94.9,431,95.3,858,138,12039,2.26,432,864,740,4.58,0.03,1968.64,0.04,0.01,1.57,0,0.01,0.5,0.18,4.97,0.004150964,1.007135803,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-30
MT24-1,MT24-1_L_18,146,26.4,2.33,0.181,4740,98.2,9.89,0.00445,12.83994467,0.09864,7.4,0.01442,4,0.537384553,69.36,4,0.04962,6.3,89.7,11.5,11.6,177,146,146,95.5,6.77,6.97,92.3,3.66,4.02,47.9,3.4,43,104,2.41,187,477557,1.2,,3.67,0.007,0.2,0.716,0.341,3.79,1.19,15.4,5.86,29.3,6.65,71.1,14.5,10808,0.66,26.4,146,667,549.39,0.63,152.68,0.04,0,1.82,0.01,0.05,0.18,0.14,57.9,0.016915333,2.053371578,,Zircon_26Mar21_Gerasimov_1_align20_EBHedit.csv,sweeps 23-41
OR24-2,OR24-2_S_32,788,347,1.39,0.44,909,116,5,0.00071,30.42966862,0.0134,23.8,0.00136,5.5,0.226893091,737.41,5.5,0.07175,23.2,14.3,4.35,4.39,979,472,473,13.5,3.2,3.21,8.74,0.476,0.495,99.1,35.4,15.7,904,2.85,2705,510293,3.97,20,63.9,7.17,37.8,15.7,0.12,63.4,21.2,262,104,449,92.2,820,140,13116,2.06,347,788,680,1.31,0.01,2096.5,0.06,0.01,1.93,0.01,0.01,0.44,0.13,4.85,0.0048,0.96176633,,Zircon_03Dec21_Hodgin,high U signal variance
OR24-2,OR24-2_L_73 z1,748,384,1.38,0.514,1092,48,2,0.00072,31.07470254,0.0122,19,0.00139,4.1,0.211673063,718.1,4.1,0.06356,18.6,14.4,4.49,4.53,727,393,394,12.3,2.33,2.34,8.97,0.366,0.393,98.8,27.2,14.1,257,8.67,2477,531634,2.35,0.02,7.33,0.168,3.84,8.54,1.08,52.9,19,232,88.4,402,89.3,832,151,8549,1.09,384,748,782,31.21,0.16,1887.58,0.05,0.02,2.15,0,0.01,0.51,0.16,3.45,0.0028,0.898369131,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_72,404,204,0.774,0.507,560,157,9,0.00089,36.54563688,0.0086,49.1,0.0014,9.1,0.185346268,712.75,9.1,0.04462,48.2,17.9,6.54,6.58,-76,1179,1179,8.73,4.26,4.27,9.04,0.824,0.836,111.9,-3.6,51.5,275,10.2,2802,509958,1.61,0.021,3.3,0.44,6.82,14.8,0.846,80.6,27.2,316,114,454,92.2,802,134,8533,0.955,204,404,798,8.49,0.07,2046.71,0.08,0.02,1.69,0,0.01,0.51,0.07,3.05,0.002,0.503455427,,Zircon_03Dec21_Hodgin,high U signal variance
OR24-2,OR24-2_L_81,1226,540,2.15,0.441,1870,52,1,0.00057,23.7479257,0.008,24.6,0.00144,4,0.159815216,693.11,4,0.04014,24.3,11.5,2.73,2.77,-342,626,626,8.08,1.98,1.98,9.29,0.371,0.399,102.7,-15.1,28.6,221,4.31,2592,490789,54,,25.6,0.048,2.29,6.59,,44.8,19.1,251,97,427,89.4,760,116,12979,17.7,540,1226,716,527.73,,1838.57,0.05,0.01,3.05,0.04,0.1,0.44,0.21,5.01,0.0711,1.613688005,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_71 z1,625,313,1.21,0.502,906,906,29,0.00071,20.62138972,0.0171,14.2,0.00146,3.9,0.271338662,685.93,3.9,0.08491,13.6,14.4,2.96,3.03,1313,264,264,17.2,2.41,2.43,9.39,0.367,0.396,99.3,45.3,8,258,7.36,2819,512035,1.25,0.05,6.28,0.408,8.08,15.4,1.55,73.1,24.9,288,106,474,104,931,163,8584,0.72,313,625,765,10.86,0.14,2195.74,0.06,0.02,1.74,0,0,0.5,0.11,3.04,0.0013,0.670988277,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_S_30,611,229,1.26,0.374,785,99,3,0.00129,27.29666397,0.015,26.1,0.00146,7,0.264890742,683.87,7,0.07458,25.2,26,7.08,7.17,1057,507,507,15.2,3.93,3.94,9.42,0.654,0.671,99.1,37.8,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR24-2,OR24-2_L_70,1048,602,1.91,0.575,1519,123,3,0.00052,19.91276791,0.0074,25.8,0.00147,4.5,0.173295564,681.09,4.5,0.03636,25.4,10.6,2.11,2.16,-604,690,691,7.45,1.91,1.92,9.46,0.427,0.453,101.6,-27,33.1,440,3.78,6672,508573,29.1,0.02,67.3,0.543,10.5,28.6,0.378,200,67.6,803,281,1119,211,1759,266,7949,5.08,602,1048,704,159.3,0.02,4814.54,0.09,0.03,5.72,0.03,0.05,0.57,0.09,1.19,0.0165,0.5957392,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_82,1085,508,1.95,0.468,1788,102,3,0.00045,27.52649549,0.0121,16.7,0.00149,4.8,0.285155966,670.52,4.8,0.05899,16,9.17,2.52,2.56,567,348,348,12.2,2.03,2.04,9.61,0.462,0.486,98.3,21.5,13.6,342,4.25,5002,494270,16,0.322,31.9,0.223,4.04,13.8,0.067,106,43.4,563,210,880,169,1298,201,11376,4,508,1085,715,29.19,0.01,3521.05,0.07,0.02,3.99,0.01,0.03,0.47,0.1,2.27,0.0123,0.836235886,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_74 z2,463,219,0.951,0.472,684,47,1,0.00097,24.44321608,0.0135,35.2,0.0015,7.3,0.206535883,668.76,7.3,0.06567,34.5,19.5,4.77,4.85,796,723,723,13.7,4.78,4.79,9.63,0.704,0.72,98.8,29.5,25.2,390,4.19,2967,529388,14.2,33,121,12.2,70.3,29.7,0.361,103,31.7,363,126,497,99.2,799,132,7851,3.16,219,463,713,1.48,0.02,2417.65,0.11,0.02,4.49,0.03,0.06,0.47,0.07,2.65,0.0177,0.579552464,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_88,485,292,0.958,0.602,765,765,29,0.00065,25.82298876,0.0114,25.4,0.0015,7.2,0.283403194,667.55,7.2,0.05534,24.3,13.1,3.38,3.43,426,542,542,11.5,2.91,2.92,9.65,0.696,0.713,97.7,16.4,21.9,291,8.43,3444,517712,2.39,0.09,6.27,0.626,10,19.9,0.913,113,34.9,397,141,572,118,965,156,8202,1.02,292,485,779,6.39,0.06,2534.65,0.1,0.02,2.34,0,0.01,0.6,0.08,2.38,0.0025,0.502990059,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_54,1831,1013,3.41,0.553,2928,2928,50,0.0005,17.67811999,0.0106,10.4,0.0015,5,0.477958069,664.83,5,0.05088,9.1,10.1,1.79,1.84,235,211,212,10.7,1.11,1.12,9.69,0.488,0.511,95.9,9.1,10.5,530,5.2,8683,492866,48,0.218,76.6,0.485,9.16,28,0,210,79.4,944,370,1443,283,2186,335,10191,8.25,1013,1831,733,57.74,0,5965.13,0.08,0.03,5.82,0.03,0.05,0.55,0.12,1.17,0.022,0.837627346,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_69,586,255,1.14,0.435,881,59,2,0.00073,35.57871706,0.0163,34.9,0.00151,6.8,0.19403997,664.12,6.8,0.07846,34.2,14.8,5.27,5.3,1159,679,679,16.4,5.68,5.69,9.7,0.66,0.678,99.2,40.9,20.9,247,2.01,3348,498265,5.64,,14.9,0.109,3.36,11.4,0.091,81,29.7,377,142,573,113,918,144,10397,2.1,255,586,653,134.98,0.01,2408.31,0.07,0.01,2.69,0.01,0.02,0.43,0.08,3.11,0.0061,0.638066439,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_55,496,163,1.01,0.328,760,36,2,0.0012,37.37853576,0.0185,22.9,0.00151,7,0.305620163,662.86,7,0.08909,21.8,24.2,9.04,9.1,1406,418,418,18.6,4.23,4.25,9.72,0.684,0.701,99.3,47.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR24-2,OR24-2_S_33,939,411,1.87,0.437,1186,55,2,0.00089,39.54269776,0.0122,18.9,0.00151,5.5,0.287071168,661.52,5.5,0.05875,18.1,18,7.11,7.15,558,395,396,12.4,2.33,2.34,9.74,0.534,0.555,98.3,21.2,15.5,378,2.99,2236,513400,9.16,,17.4,0.085,1.95,5.98,0.029,40.1,15.5,216,83.5,375,81.9,705,123,12891,4.06,411,939,684,200.23,0.01,1664.97,0.05,0.01,2.26,0.01,0.02,0.44,0.18,5.77,0.013,1.332456566,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_84,491,168,1.02,0.343,775,36,1,0.00128,33.95438644,0.0164,25.1,0.00153,6.7,0.264178075,655.32,6.7,0.07802,24.2,25.8,8.76,8.84,1147,480,480,16.5,4.11,4.12,9.83,0.654,0.672,99.1,40.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR24-2,OR24-2_M_49,494,163,0.937,0.329,826,826,33,0.00098,40.1049792,0.0058,47.6,0.00153,7.4,0.154187783,655.11,7.4,0.02748,47,19.9,7.97,8.01,-1437,1541,1541,5.86,2.78,2.78,9.83,0.725,0.741,100.7,-67.9,80.7,581,4.22,1670,521773,6.16,8.41,29.2,3.24,16.4,6.49,0.104,31.3,11.8,154,61.1,276,60.9,536,91.3,13386,2.97,163,494,714,1.37,0.02,1286.54,0.05,0.01,2.08,0.01,0.04,0.33,0.1,8.02,0.0115,0.922998886,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_47,456,148,0.923,0.325,801,354,16,0.00122,37.71996176,0.0136,34.5,0.00153,5.5,0.157452636,654.37,5.5,0.06468,34,24.6,9.26,9.32,764,717,718,13.7,4.71,4.71,9.84,0.539,0.56,98.7,28.4,24.8,236,3,1450,498861,5.49,,7.27,0.048,0.833,3.15,0.08,23.5,9.77,131,51.3,230,50,448,74.1,13078,2.55,148,456,685,147.76,0.03,1029,0.04,0.01,2.15,0.01,0.04,0.33,0.1,9.02,0.0123,1.017832758,,Zircon_03Dec21_Hodgin,reverse fractionation
OR24-2,OR24-2_L_78,412,182,0.802,0.442,628,72,2,0.0007,36.67821796,0.0144,36.1,0.00153,8.7,0.240182824,654.16,8.7,0.06856,35,14.2,5.19,5.22,885,723,724,14.6,5.22,5.22,9.85,0.855,0.869,98.9,32.4,24.9,199,2.84,2984,507612,5.68,0.13,19.9,0.224,5.1,11.9,0.172,77.9,28,337,124,503,98,833,128,9779,2.05,182,412,680,28.63,0.02,2166.2,0.08,0.01,2.76,0.01,0.03,0.44,0.06,3.28,0.0068,0.494652101,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_59,708,269,1.44,0.38,1113,27,1,0.00102,22.36829114,0.015,15.7,0.00153,6.1,0.384215285,653.77,6.1,0.07125,14.5,20.6,4.61,4.7,965,295,296,15.1,2.36,2.37,9.85,0.597,0.617,99,34.9,10.9,388,3.32,1826,494815,6.62,3.34,20.9,1.18,7.2,6,0.04,31.9,12.5,167,66.7,303,65.4,587,101,12812,3.25,269,708,693,2.58,0.01,1373.04,0.04,0.01,2.04,0.01,0.02,0.38,0.15,7.02,0.0113,1.205611206,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_56,566,419,1.27,0.74,905,68,3,0.00077,26.7353038,0.0175,22.1,0.00155,4.5,0.199278461,644.41,4.5,0.08179,21.7,15.5,4.15,4.2,1240,425,425,17.6,3.86,3.88,10,0.446,0.473,99.2,43.3,12.7,320,10.3,1884,502681,3.78,,6.23,0.163,3.02,6.61,0.127,38.5,14.5,183,68.2,298,61.3,520,87.3,9424,1.24,419,566,799,37.48,0.02,1286.98,0.06,0.01,3.05,0.01,0.01,0.74,0.22,5,0.0073,1.088741276,,Zircon_03Dec21_Hodgin,high U signal variance
OR24-2,OR24-2_L_76,893,600,1.92,0.672,1389,39,1,0.00079,17.13952737,0.0073,33.2,0.00156,4.3,0.12674714,641.47,4.3,0.03383,32.9,16,2.74,2.83,-804,935,935,7.36,2.43,2.44,10,0.428,0.457,101.2,-36.5,45.5,481,3.65,8217,517283,20.6,10.7,94.8,5.19,42.4,51,0.661,287,90.7,1029,362,1385,257,1990,310,8010,3.24,600,893,701,3.12,0.02,5915.35,0.12,0.04,6.35,0.02,0.03,0.67,0.07,0.97,0.0103,0.448619532,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_52,2157,1179,4.13,0.547,3452,274,2,0.0005,13.71411858,0.0104,8.7,0.00156,3.6,0.40130765,639.52,3.6,0.04813,8,10.1,1.39,1.46,106,188,189,10.5,0.91,0.928,10.1,0.36,0.393,90.5,3.9,9,634,4.15,9935,511517,75,,112,0.39,10.7,32.7,0.178,242,92.8,1174,427,1705,339,2632,378,10171,10.9,1179,2157,712,282.79,0.01,7144.59,0.08,0.04,6.9,0.03,0.06,0.55,0.12,1.02,0.0285,0.819711025,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_S_34,551,206,1.11,0.374,732,39,1,0.00082,33.04855026,0.0193,28.5,0.00157,7.6,0.265105723,635.46,7.6,0.08872,27.4,16.5,5.44,5.49,1398,526,526,19.4,5.46,5.47,10.1,0.767,0.784,99.3,47.6,15.3,323,2.04,2060,502113,3.32,0.085,9.29,0.092,1.25,4.5,0.109,36,14,186,74.9,325,71.2,629,105,13684,1.81,206,551,654,25.83,0.03,1455.68,0.05,0.01,1.83,0.01,0.02,0.37,0.1,6.64,0.0053,0.877258975,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_87,563,293,1.21,0.52,993,61,2,0.00082,36.77717006,0.0173,27.6,0.00159,7.9,0.286933956,629.5,7.9,0.07906,26.4,16.6,6.11,6.15,1174,523,523,17.4,4.77,4.78,10.2,0.812,0.828,99.1,41.3,16.7,279,3.66,2787,491648,15,0.664,42.1,0.374,5.31,14.8,0.333,92.3,29.9,344,125,478,97.1,801,126,7386,3.36,293,563,702,20.7,0.03,2157.44,0.1,0.02,4.46,0.03,0.05,0.52,0.11,2.65,0.0187,0.702757719,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_85 z4,2323,1484,4.72,0.639,3907,149,3,0.00054,11.96391063,0.0128,9.3,0.00159,4.4,0.466114387,628.99,4.4,0.05844,8.2,10.9,1.3,1.39,546,179,179,12.9,1.19,1.21,10.2,0.448,0.477,98.1,20.8,8.1,566,5.79,7005,498115,99.2,0.372,98,0.304,5.96,20.9,0.101,167,64.4,805,295,1189,226,1875,277,10361,16.8,1484,2323,743,71.36,0.01,5023.48,0.07,0.03,5.9,0.04,0.07,0.64,0.21,1.48,0.0529,1.239066557,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_51 z6,684,267,1.49,0.39,1118,97,3,0.00117,28.11880043,0.0146,23,0.00161,6.6,0.284316604,619.3,6.6,0.06539,22.1,23.6,6.63,6.71,787,463,463,14.7,3.35,3.36,10.4,0.684,0.704,98.7,29.1,16.9,376,2.23,2517,487304,6.09,0.86,12.5,0.313,3.67,8.73,0.02,52.7,20.7,265,102,440,89.1,747,120,14008,2.8,267,684,661,5.91,0,1863.64,0.06,0.01,2.18,0.01,0.02,0.39,0.11,5.57,0.0081,0.916232511,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_80,338,161,0.902,0.476,522,132,5,0.00172,23.203898,0.0315,23.8,0.00162,6.8,0.284524115,619.17,6.8,0.14139,22.8,34.8,8.07,8.21,2244,394,395,31.5,7.38,7.4,10.4,0.708,0.727,99.5,67,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high U signal variance
OR24-2,OR24-2_L_83,167,69.5,0.398,0.416,293,12,1,0.0014,34.65273536,0.0252,34.5,0.00162,9.3,0.268272708,619.12,9.3,0.11311,33.2,28.4,9.82,9.9,1850,600,600,25.3,8.6,8.61,10.4,0.964,0.978,99.4,58.8,14.5,427,18.1,1681,514647,0.689,0.159,1.54,0.205,4.1,7.85,0.2,39.7,14.4,174,62.7,263,55.4,485,83.1,9780,0.398,69.5,167,861,2.1,0.03,1191.77,0.07,0.01,1.73,0,0.01,0.42,0.04,5.82,0.0014,0.344192725,,Zircon_03Dec21_Hodgin,reverse fractionation
OR24-2,OR24-2_M_50,292,78.3,0.788,0.268,510,28,2,0.00325,27.34035895,0.028,35.2,0.00162,10.7,0.30416713,617.25,10.7,0.12524,33.5,65.6,17.9,18.1,2032,593,593,28,9.72,9.73,10.4,1.12,1.13,99.5,62.8,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high U signal variance
OR24-2,OR24-2_M_53 z5,557,268,1.26,0.481,936,69,3,0.00116,30.1652756,0.0093,39.8,0.00163,6.3,0.158315281,612.3,6.3,0.04139,39.3,23.5,7.07,7.14,-264,996,996,9.42,3.73,3.73,10.5,0.666,0.686,104,-11.7,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reverse fractionation
OR24-2,OR24-2_L_75 z3,931,833,2.16,0.895,1498,1498,21,0.00066,23.19685977,0.0127,25.2,0.00164,4.6,0.179231848,609.4,4.6,0.0563,24.8,13.3,3.07,3.13,464,549,549,12.9,3.22,3.22,10.6,0.483,0.511,97.7,17.8,20.9,629,4.71,4466,529723,24,61.5,228,23.9,132,54.1,0.579,176,52.8,555,185,713,131,1072,165,7923,4.88,833,931,724,1.46,0.02,3549.87,0.14,0.02,4.91,0.03,0.03,0.89,0.19,1.77,0.0224,0.868460913,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_L_86,243,95.8,0.563,0.394,386,21,1,0.00129,38.16356433,0.022,32.9,0.00164,8.2,0.248534705,608.96,8.2,0.09723,31.8,26.1,9.96,10,1572,596,596,22.1,7.19,7.2,10.6,0.867,0.883,99.3,52.2,16,192,2.78,1668,528042,6.53,0.033,18.1,0.107,2.67,5.93,0.073,42.8,14.9,182,65,261,54.4,437,72,8545,1.96,95.8,243,678,74.18,0.01,1156.3,0.08,0.01,3.33,0.03,0.07,0.39,0.06,5.12,0.0149,0.556512912,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_48,515,210,1.22,0.408,848,67,3,0.00133,48.70153987,0.0217,33.9,0.00167,8.2,0.242097763,599.77,8.2,0.0942,32.9,26.9,13.1,13.1,1512,621,621,21.8,7.3,7.31,10.7,0.884,0.9,99.3,50.6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR24-2,OR24-2_S_31,444,217,1.08,0.49,665,279,13,0.0012,26.81766814,0.0239,24.6,0.00167,5.3,0.214406628,597.09,5.3,0.10352,24.1,24.3,6.51,6.59,1688,444,444,24,5.84,5.85,10.8,0.574,0.599,99.4,55,11.2,260,6.93,2148,517117,2.75,0.05,5.73,0.192,4.14,8.75,0.116,54.4,18.6,226,81.4,331,68.5,587,97.1,11107,1.36,217,444,760,15.05,0.02,1482.93,0.08,0.01,2.02,0.01,0.01,0.49,0.1,5.17,0.0047,0.755701375,,Zircon_03Dec21_Hodgin,
OR24-2,OR24-2_M_57,425,137,1.35,0.321,837,151,6,0.00294,15.97892816,0.0371,19.9,0.00196,3.9,0.19260186,509.38,3.9,0.13692,19.5,59.4,9.47,9.8,2189,340,340,36.9,7.23,7.25,12.6,0.493,0.531,99.4,65.8,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reverse fractionation
